company_id,year,cash_from_operations_cr,capex_cr,free_cash_flow_cr,free_cash_flow_calculated,fcf_match,source_available,validation_status
ABB,Dec 2012,101.0,59.0,42.0,42.0,True,True,Match
ABB,Mar 2014,155.0,144.0,11.0,11.0,True,True,Match
ABB,Mar 2015,215.0,187.0,28.0,28.0,True,True,Match
ABB,Mar 2016,249.0,77.0,172.0,172.0,True,True,Match
ABB,Mar 2017,307.0,155.0,152.0,152.0,True,True,Match
ABB,Mar 2018,153.0,215.0,-62.0,-62.0,True,True,Match
ABB,Mar 2019,499.0,257.0,242.0,242.0,True,True,Match
ABB,Mar 2020,626.0,401.0,225.0,225.0,True,True,Match
ABB,Mar 2021,727.0,72.0,655.0,655.0,True,True,Match
ABB,Mar 2022,948.0,396.0,552.0,552.0,True,True,Match
ABB,Mar 2023,893.0,148.0,745.0,745.0,True,True,Match
ABB,Mar 2024,1213.0,416.0,797.0,797.0,True,True,Match
ADANIENSOL,Mar 2014,0.0,0.0,0.0,0.0,True,True,Match
ADANIENSOL,Mar 2015,-35.0,1864.0,-1899.0,-1899.0,True,True,Match
ADANIENSOL,Mar 2016,1544.0,816.0,728.0,728.0,True,True,Match
ADANIENSOL,Mar 2017,2189.0,1730.0,459.0,459.0,True,True,Match
ADANIENSOL,Mar 2018,2198.0,3192.0,-994.0,-994.0,True,True,Match
ADANIENSOL,Mar 2019,2591.0,3050.0,-459.0,-459.0,True,True,Match
ADANIENSOL,Mar 2020,5437.0,5643.0,-206.0,-206.0,True,True,Match
ADANIENSOL,Mar 2021,3784.0,4009.0,-225.0,-225.0,True,True,Match
ADANIENSOL,Mar 2022,4097.0,3936.0,161.0,161.0,True,True,Match
ADANIENSOL,Mar 2023,3777.0,4699.0,-922.0,-922.0,True,True,Match
ADANIENSOL,Mar 2024,6038.0,4943.0,1095.0,1095.0,True,True,Match
ADANIENT,Mar 2013,7666.0,14790.0,-7124.0,-7124.0,True,True,Match
ADANIENT,Mar 2014,8228.0,8007.0,221.0,221.0,True,True,Match
ADANIENT,Mar 2015,8532.0,11465.0,-2933.0,-2933.0,True,True,Match
ADANIENT,Mar 2016,5112.0,1825.0,3287.0,3287.0,True,True,Match
ADANIENT,Mar 2017,774.0,1460.0,-686.0,-686.0,True,True,Match
ADANIENT,Mar 2018,2942.0,7649.0,-4707.0,-4707.0,True,True,Match
ADANIENT,Mar 2019,3236.0,2487.0,5723.0,749.0,False,True,Mismatch
ADANIENT,Mar 2020,2454.0,1082.0,1372.0,1372.0,True,True,Match
ADANIENT,Mar 2021,4043.0,8611.0,-4568.0,-4568.0,True,True,Match
ADANIENT,Mar 2022,1385.0,17041.0,-15656.0,-15656.0,True,True,Match
ADANIENT,Mar 2023,17626.0,15459.0,2167.0,2167.0,True,True,Match
ADANIENT,Mar 2024,10312.0,18767.0,-8455.0,-8455.0,True,True,Match
ADANIGREEN,Mar 2017,28.0,1511.0,-1483.0,-1483.0,True,True,Match
ADANIGREEN,Mar 2018,649.0,4428.0,-3779.0,-3779.0,True,True,Match
ADANIGREEN,Mar 2019,1625.0,2666.0,-1041.0,-1041.0,True,True,Match
ADANIGREEN,Mar 2020,1965.0,3743.0,-1778.0,-1778.0,True,True,Match
ADANIGREEN,Mar 2021,1601.0,9137.0,-7536.0,-7536.0,True,True,Match
ADANIGREEN,Mar 2022,3127.0,18730.0,-15603.0,-15603.0,True,True,Match
ADANIGREEN,Mar 2023,7265.0,3857.0,3408.0,3408.0,True,True,Match
ADANIGREEN,Mar 2024,7713.0,21060.0,-13347.0,-13347.0,True,True,Match
ADANIPORTS,Mar 2013,1379.0,5136.0,-3757.0,-3757.0,True,True,Match
ADANIPORTS,Mar 2014,1132.0,2510.0,-1378.0,-1378.0,True,True,Match
ADANIPORTS,Mar 2015,3057.0,2485.0,572.0,572.0,True,True,Match
ADANIPORTS,Mar 2016,2381.0,4153.0,-1772.0,-1772.0,True,True,Match
ADANIPORTS,Mar 2017,4063.0,2629.0,1434.0,1434.0,True,True,Match
ADANIPORTS,Mar 2018,5608.0,3846.0,1762.0,1762.0,True,True,Match
ADANIPORTS,Mar 2019,6029.0,4368.0,1661.0,1661.0,True,True,Match
ADANIPORTS,Mar 2020,7402.0,749.0,6653.0,6653.0,True,True,Match
ADANIPORTS,Mar 2021,7556.0,14064.0,-6508.0,-6508.0,True,True,Match
ADANIPORTS,Mar 2022,10420.0,5493.0,4927.0,4927.0,True,True,Match
ADANIPORTS,Mar 2023,11900.0,16716.0,-4816.0,-4816.0,True,True,Match
ADANIPORTS,Mar 2024,15018.0,6768.0,8250.0,8250.0,True,True,Match
ADANIPOWER,Mar 2013,3001.0,4064.0,-1063.0,-1063.0,True,True,Match
ADANIPOWER,Mar 2014,3238.0,4700.0,-1462.0,-1462.0,True,True,Match
ADANIPOWER,Mar 2015,5824.0,4737.0,1087.0,1087.0,True,True,Match
ADANIPOWER,Mar 2016,5257.0,2692.0,2565.0,2565.0,True,True,Match
ADANIPOWER,Mar 2017,4725.0,1212.0,3513.0,3513.0,True,True,Match
ADANIPOWER,Mar 2018,5101.0,520.0,4581.0,4581.0,True,True,Match
ADANIPOWER,Mar 2019,5610.0,984.0,4626.0,4626.0,True,True,Match
ADANIPOWER,Mar 2020,5598.0,2304.0,3294.0,3294.0,True,True,Match
ADANIPOWER,Mar 2021,7014.0,2188.0,4826.0,4826.0,True,True,Match
ADANIPOWER,Mar 2022,10233.0,774.0,11007.0,9459.0,False,True,Mismatch
ADANIPOWER,Mar 2023,8431.0,1545.0,9976.0,6886.0,False,True,Mismatch
ADANIPOWER,Mar 2024,14170.0,3481.0,17651.0,10689.0,False,True,Mismatch
AMBUJACEM,Dec 2012,1860.0,388.0,1472.0,1472.0,True,True,Match
AMBUJACEM,Dec 2013,1267.0,496.0,771.0,771.0,True,True,Match
AMBUJACEM,Dec 2014,1675.0,456.0,1219.0,1219.0,True,True,Match
AMBUJACEM,Dec 2015,1557.0,83.0,1474.0,1474.0,True,True,Match
AMBUJACEM,Dec 2016,2810.0,4165.0,-1355.0,-1355.0,True,True,Match
AMBUJACEM,Dec 2017,3416.0,738.0,2678.0,2678.0,True,True,Match
AMBUJACEM,Dec 2018,1703.0,765.0,938.0,938.0,True,True,Match
AMBUJACEM,Dec 2019,4739.0,1191.0,3548.0,3548.0,True,True,Match
AMBUJACEM,Dec 2020,4832.0,1317.0,3515.0,3515.0,True,True,Match
AMBUJACEM,Dec 2021,5309.0,2007.0,3302.0,3302.0,True,True,Match
AMBUJACEM,Mar 2024,5646.0,8941.0,-3295.0,-3295.0,True,True,Match
APOLLOHOSP,Mar 2013,443.0,733.0,-290.0,-290.0,True,True,Match
APOLLOHOSP,Mar 2014,373.0,356.0,17.0,17.0,True,True,Match
APOLLOHOSP,Mar 2015,470.0,759.0,-289.0,-289.0,True,True,Match
APOLLOHOSP,Mar 2016,597.0,888.0,-291.0,-291.0,True,True,Match
APOLLOHOSP,Mar 2017,623.0,1152.0,-529.0,-529.0,True,True,Match
APOLLOHOSP,Mar 2018,537.0,405.0,132.0,132.0,True,True,Match
APOLLOHOSP,Mar 2019,905.0,711.0,194.0,194.0,True,True,Match
APOLLOHOSP,Mar 2020,1293.0,289.0,1004.0,1004.0,True,True,Match
APOLLOHOSP,Mar 2021,1265.0,880.0,385.0,385.0,True,True,Match
APOLLOHOSP,Mar 2022,1696.0,747.0,949.0,949.0,True,True,Match
APOLLOHOSP,Mar 2023,1377.0,857.0,520.0,520.0,True,True,Match
APOLLOHOSP,Mar 2024,1920.0,1537.0,383.0,383.0,True,True,Match
ASIANPAINT,Mar 2013,1187.0,463.0,724.0,724.0,True,True,Match
ASIANPAINT,Mar 2014,1402.0,586.0,816.0,816.0,True,True,Match
ASIANPAINT,Mar 2015,1188.0,465.0,723.0,723.0,True,True,Match
ASIANPAINT,Mar 2016,2243.0,866.0,1377.0,1377.0,True,True,Match
ASIANPAINT,Mar 2017,1527.0,681.0,846.0,846.0,True,True,Match
ASIANPAINT,Mar 2018,2113.0,1556.0,557.0,557.0,True,True,Match
ASIANPAINT,Mar 2019,2470.0,918.0,1552.0,1552.0,True,True,Match
ASIANPAINT,Mar 2020,3038.0,518.0,2520.0,2520.0,True,True,Match
ASIANPAINT,Mar 2021,3683.0,541.0,3142.0,3142.0,True,True,Match
ASIANPAINT,Mar 2022,986.0,317.0,669.0,669.0,True,True,Match
ASIANPAINT,Mar 2023,4193.0,1282.0,2911.0,2911.0,True,True,Match
ASIANPAINT,Mar 2024,6104.0,2548.0,3556.0,3556.0,True,True,Match
BAJAJ-AUTO,Mar 2013,2218.0,1394.0,824.0,824.0,True,True,Match
BAJAJ-AUTO,Mar 2014,3502.0,2072.0,1430.0,1430.0,True,True,Match
BAJAJ-AUTO,Mar 2015,2114.0,380.0,1734.0,1734.0,True,True,Match
BAJAJ-AUTO,Mar 2016,3690.0,68.0,3622.0,3622.0,True,True,Match
BAJAJ-AUTO,Mar 2017,3267.0,3610.0,-343.0,-343.0,True,True,Match
BAJAJ-AUTO,Mar 2018,4328.0,1954.0,2374.0,2374.0,True,True,Match
BAJAJ-AUTO,Mar 2019,2487.0,273.0,2214.0,2214.0,True,True,Match
BAJAJ-AUTO,Mar 2020,3850.0,1766.0,5616.0,2084.0,False,True,Mismatch
BAJAJ-AUTO,Mar 2021,3120.0,2869.0,251.0,251.0,True,True,Match
BAJAJ-AUTO,Mar 2022,4197.0,276.0,4473.0,3921.0,False,True,Mismatch
BAJAJ-AUTO,Mar 2023,5277.0,1211.0,6488.0,4066.0,False,True,Mismatch
BAJAJ-AUTO,Mar 2024,6558.0,72.0,6486.0,6486.0,True,True,Match
AXISBANK,Mar 2013,2573.0,10939.0,-8366.0,-8366.0,True,True,Match
AXISBANK,Mar 2014,14464.0,14166.0,298.0,298.0,True,True,Match
AXISBANK,Mar 2015,-15162.0,7972.0,-23134.0,-23134.0,True,True,Match
AXISBANK,Mar 2016,-34495.0,9211.0,-25284.0,-43706.0,False,True,Mismatch
AXISBANK,Mar 2017,32209.0,12458.0,19751.0,19751.0,True,True,Match
AXISBANK,Mar 2018,-38390.0,10007.0,-48397.0,-48397.0,True,True,Match
AXISBANK,Mar 2019,37125.0,18674.0,18451.0,18451.0,True,True,Match
AXISBANK,Mar 2020,30416.0,9485.0,20931.0,20931.0,True,True,Match
AXISBANK,Mar 2021,12633.0,54288.0,-41655.0,-41655.0,True,True,Match
AXISBANK,Mar 2022,28137.0,27112.0,1025.0,1025.0,True,True,Match
AXISBANK,Mar 2023,22075.0,32351.0,-10276.0,-10276.0,True,True,Match
AXISBANK,Mar 2024,-5555.0,9001.0,-14556.0,-14556.0,True,True,Match
BAJAJFINSV,Mar 2013,-6922.0,2953.0,-3969.0,-9875.0,False,True,Mismatch
BAJAJFINSV,Mar 2014,-9807.0,3764.0,-6043.0,-13571.0,False,True,Mismatch
BAJAJFINSV,Mar 2015,-10731.0,3709.0,-7022.0,-14440.0,False,True,Mismatch
BAJAJFINSV,Mar 2016,-9795.0,886.0,-10681.0,-10681.0,True,True,Match
BAJAJFINSV,Mar 2017,-10922.0,151.0,-10771.0,-11073.0,False,True,Mismatch
BAJAJFINSV,Mar 2018,-19580.0,922.0,-20502.0,-20502.0,True,True,Match
BAJAJFINSV,Mar 2019,-27076.0,6903.0,-33979.0,-33979.0,True,True,Match
BAJAJFINSV,Mar 2020,-23369.0,9948.0,-33317.0,-33317.0,True,True,Match
BAJAJFINSV,Mar 2021,4547.0,3684.0,863.0,863.0,True,True,Match
BAJAJFINSV,Mar 2022,-33670.0,1445.0,-32225.0,-35115.0,False,True,Mismatch
BAJAJFINSV,Mar 2023,-39480.0,13945.0,-53425.0,-53425.0,True,True,Match
BAJAJFINSV,Mar 2024,-68674.0,10960.0,-79634.0,-79634.0,True,True,Match
BAJAJHLDNG,Mar 2013,473.0,369.0,104.0,104.0,True,True,Match
BAJAJHLDNG,Mar 2014,872.0,519.0,353.0,353.0,True,True,Match
BAJAJHLDNG,Mar 2015,796.0,464.0,332.0,332.0,True,True,Match
BAJAJHLDNG,Mar 2016,1147.0,1019.0,2166.0,128.0,False,True,Mismatch
BAJAJHLDNG,Mar 2017,-923.0,372.0,-1295.0,-1295.0,True,True,Match
BAJAJHLDNG,Mar 2018,1631.0,1123.0,508.0,508.0,True,True,Match
BAJAJHLDNG,Mar 2019,628.0,163.0,465.0,465.0,True,True,Match
BAJAJHLDNG,Mar 2020,1920.0,800.0,1120.0,1120.0,True,True,Match
BAJAJHLDNG,Mar 2021,272.0,308.0,-36.0,-36.0,True,True,Match
BAJAJHLDNG,Mar 2022,1610.0,151.0,1459.0,1459.0,True,True,Match
BAJAJHLDNG,Mar 2023,1728.0,137.0,1591.0,1591.0,True,True,Match
BAJAJHLDNG,Mar 2024,1941.0,472.0,1469.0,1469.0,True,True,Match
BAJFINANCE,Mar 2015,-7064.0,360.0,-7424.0,-7424.0,True,True,Match
BAJFINANCE,Mar 2016,-9870.0,687.0,-10557.0,-10557.0,True,True,Match
BAJFINANCE,Mar 2017,-10439.0,3047.0,-13486.0,-13486.0,True,True,Match
BAJFINANCE,Mar 2018,-20566.0,1075.0,-19491.0,-21641.0,False,True,Mismatch
BAJFINANCE,Mar 2019,-29062.0,5379.0,-34441.0,-34441.0,True,True,Match
BAJFINANCE,Mar 2020,-24412.0,8758.0,-33170.0,-33170.0,True,True,Match
BAJFINANCE,Mar 2021,-807.0,429.0,-1236.0,-1236.0,True,True,Match
BAJFINANCE,Mar 2022,-37090.0,6347.0,-30743.0,-43437.0,False,True,Mismatch
BAJFINANCE,Mar 2023,-42112.0,10394.0,-52506.0,-52506.0,True,True,Match
BAJFINANCE,Mar 2024,-72760.0,7171.0,-79931.0,-79931.0,True,True,Match
BANKBARODA,Mar 2013,23196.0,514.0,22682.0,22682.0,True,True,Match
BANKBARODA,Mar 2014,42233.0,730.0,41503.0,41503.0,True,True,Match
BANKBARODA,Mar 2015,17838.0,556.0,17282.0,17282.0,True,True,Match
BANKBARODA,Mar 2016,-10011.0,4005.0,-14016.0,-14016.0,True,True,Match
BANKBARODA,Mar 2017,17865.0,551.0,17314.0,17314.0,True,True,Match
BANKBARODA,Mar 2018,-59692.0,414.0,-60106.0,-60106.0,True,True,Match
BANKBARODA,Mar 2019,-1449.0,2537.0,-3986.0,-3986.0,True,True,Match
BANKBARODA,Mar 2020,18531.0,139.0,18392.0,18392.0,True,True,Match
BANKBARODA,Mar 2021,-887.0,471.0,-1358.0,-1358.0,True,True,Match
BANKBARODA,Mar 2022,6210.0,3645.0,2565.0,2565.0,True,True,Match
BANKBARODA,Mar 2023,-21354.0,1096.0,-22450.0,-22450.0,True,True,Match
BANKBARODA,Mar 2024,-6274.0,1285.0,-7559.0,-7559.0,True,True,Match
BHARTIARTL,Mar 2013,22608.0,18676.0,3932.0,3932.0,True,True,Match
BHARTIARTL,Mar 2014,26233.0,25181.0,1052.0,1052.0,True,True,Match
BHARTIARTL,Mar 2015,28059.0,22301.0,5758.0,5758.0,True,True,Match
BHARTIARTL,Mar 2016,27942.0,14091.0,13851.0,13851.0,True,True,Match
BHARTIARTL,Mar 2017,28280.0,30680.0,-2400.0,-2400.0,True,True,Match
BHARTIARTL,Mar 2018,29854.0,27940.0,1914.0,1914.0,True,True,Match
BHARTIARTL,Mar 2019,20070.0,28286.0,-8216.0,-8216.0,True,True,Match
BHARTIARTL,Mar 2020,18129.0,29598.0,-11469.0,-11469.0,True,True,Match
BHARTIARTL,Mar 2021,48205.0,27286.0,20919.0,20919.0,True,True,Match
BHARTIARTL,Mar 2022,55017.0,41478.0,13539.0,13539.0,True,True,Match
BHARTIARTL,Mar 2023,65325.0,39232.0,26093.0,26093.0,True,True,Match
BHARTIARTL,Mar 2024,78898.0,51089.0,27809.0,27809.0,True,True,Match
BEL,Mar 2013,-1539.0,1753.0,214.0,-3292.0,False,True,Mismatch
BEL,Mar 2014,-569.0,759.0,190.0,-1328.0,False,True,Mismatch
BEL,Mar 2015,1434.0,839.0,595.0,595.0,True,True,Match
BEL,Mar 2016,2260.0,1470.0,790.0,790.0,True,True,Match
BEL,Mar 2017,-61.0,3115.0,3054.0,-3176.0,False,True,Mismatch
BEL,Mar 2018,-687.0,6.0,-693.0,-693.0,True,True,Match
BEL,Mar 2019,1514.0,896.0,618.0,618.0,True,True,Match
BEL,Mar 2020,2570.0,649.0,1921.0,1921.0,True,True,Match
BEL,Mar 2021,5093.0,2595.0,2498.0,2498.0,True,True,Match
BEL,Mar 2022,4207.0,4872.0,-665.0,-665.0,True,True,Match
BEL,Mar 2023,1199.0,2708.0,3907.0,-1509.0,False,True,Mismatch
BEL,Mar 2024,4659.0,5924.0,-1265.0,-1265.0,True,True,Match
BHEL,Mar 2013,1759.0,1113.0,646.0,646.0,True,True,Match
BHEL,Mar 2014,4512.0,868.0,3644.0,3644.0,True,True,Match
BHEL,Mar 2015,821.0,650.0,1471.0,171.0,False,True,Mismatch
BHEL,Mar 2016,374.0,23.0,397.0,351.0,False,True,Mismatch
BHEL,Mar 2017,560.0,565.0,-5.0,-5.0,True,True,Match
BHEL,Mar 2018,989.0,961.0,1950.0,28.0,False,True,Mismatch
BHEL,Mar 2019,-3860.0,1919.0,-1941.0,-5779.0,False,True,Mismatch
BHEL,Mar 2020,-2892.0,1877.0,-1015.0,-4769.0,False,True,Mismatch
BHEL,Mar 2021,560.0,42.0,518.0,518.0,True,True,Match
BHEL,Mar 2022,660.0,1118.0,-458.0,-458.0,True,True,Match
BHEL,Mar 2023,-741.0,1480.0,739.0,-2221.0,False,True,Mismatch
BHEL,Mar 2024,-3713.0,1331.0,-2382.0,-5044.0,False,True,Mismatch
BOSCHLTD,Dec 2012,871.0,824.0,47.0,47.0,True,True,Match
BOSCHLTD,Dec 2013,1057.0,846.0,211.0,211.0,True,True,Match
BOSCHLTD,Mar 2015,1396.0,1183.0,213.0,213.0,True,True,Match
BOSCHLTD,Mar 2016,1318.0,995.0,323.0,323.0,True,True,Match
BOSCHLTD,Mar 2017,1457.0,1246.0,2703.0,211.0,False,True,Mismatch
BOSCHLTD,Mar 2018,1729.0,1170.0,559.0,559.0,True,True,Match
BOSCHLTD,Mar 2019,593.0,1766.0,2359.0,-1173.0,False,True,Mismatch
BOSCHLTD,Mar 2020,1336.0,873.0,463.0,463.0,True,True,Match
BOSCHLTD,Mar 2021,835.0,463.0,372.0,372.0,True,True,Match
BOSCHLTD,Mar 2022,271.0,33.0,238.0,238.0,True,True,Match
BOSCHLTD,Mar 2023,1214.0,262.0,1476.0,952.0,False,True,Mismatch
BOSCHLTD,Mar 2024,1253.0,283.0,1536.0,970.0,False,True,Mismatch
BPCL,Mar 2013,5926.0,3604.0,2322.0,2322.0,True,True,Match
BPCL,Mar 2014,9588.0,6881.0,2707.0,2707.0,True,True,Match
BPCL,Mar 2015,20742.0,10536.0,10206.0,10206.0,True,True,Match
BPCL,Mar 2016,11119.0,9233.0,1886.0,1886.0,True,True,Match
BPCL,Mar 2017,9041.0,15274.0,-6233.0,-6233.0,True,True,Match
BPCL,Mar 2018,11068.0,7066.0,4002.0,4002.0,True,True,Match
BPCL,Mar 2019,10157.0,10451.0,-294.0,-294.0,True,True,Match
BPCL,Mar 2020,7881.0,11135.0,-3254.0,-3254.0,True,True,Match
BPCL,Mar 2021,23455.0,2474.0,20981.0,20981.0,True,True,Match
BPCL,Mar 2022,20336.0,8138.0,12198.0,12198.0,True,True,Match
BPCL,Mar 2023,12466.0,7806.0,4660.0,4660.0,True,True,Match
BPCL,Mar 2024,35936.0,10521.0,25415.0,25415.0,True,True,Match
BRITANNIA,Mar 2013,320.0,28.0,348.0,292.0,False,True,Mismatch
BRITANNIA,Mar 2014,671.0,246.0,425.0,425.0,True,True,Match
